0.6,36.0,11075,0.8,9.0,25.0
0.8,48.0,11068,1.8,21.0,43.7
1.0,60.0,11060,2.8,32.9,54.8
1.2,72.0,11053,3.9,44.8,62.3
1.4,84.0,11045,4.9,56.7,67.6
1.6,96.0,11038,5.9,68.6,71.5
1.8,108.0,11031,7.0,80.5,74.6
2.0,120.0,11023,8.0,92.4,77.0
2.2,132.0,11016,9.0,104.2,79.0
2.4,144.0,11008,10.1,116.1,80.6
2.6,156.0,11001,11.1,127.9,82.0
2.8,168.0,10994,12.1,139.7,83.2
3.0,180.0,10986,13.2,151.5,84.2
3.2,192.0,10979,14.2,163.3,85.0
3.4,204.0,10971,15.2,175.0,85.8
3.6,216.0,10964,16.3,186.7,86.5
3.8,228.0,10957,17.3,198.5,87.0
4.0,240.0,10949,18.3,210.2,87.6
4.2,252.0,10942,19.4,221.9,88.0
4.4,264.0,10934,20.4,233.5,88.5
4.6,276.0,10927,21.4,245.2,88.8
4.8,288.0,10920,22.5,256.8,89.2
5.0,300.0,10912,23.5,268.5,89.5
5.2,312.0,10905,24.5,280.1,89.8
5.4,324.0,10897,25.6,291.7,90.0
5.6,336.0,10890,26.6,303.2,90.3
5.8,348.0,10883,27.6,314.8,90.5
6.0,360.0,10875,28.7,326.3,90.7
6.2,372.0,10868,29.7,337.9,90.8
6.4,384.0,10860,30.7,349.4,91.0
6.6,396.0,10853,31.8,360.9,91.1
6.8,408.0,10846,32.8,372.4,91.3
7.0,420.0,10838,33.8,383.8,91.4
7.2,432.0,10831,34.9,395.3,91.5
7.4,444.0,10823,35.9,406.7,91.6
7.6,456.0,10816,36.9,418.1,91.7
7.8,468.0,10809,37.9,429.5,91.8
8.0,480.0,10801,39.0,440.9,91.9
8.2,492.0,10794,40.0,452.3,91.9
8.4,504.0,10786,41.0,463.7,92.0
8.6,516.0,10779,42.1,475.0,92.1
8.8,528.0,10772,43.1,486.3,92.1
9.0,540.0,10764,44.1,497.6,92.2
9.2,552.0,10757,45.2,508.9,92.2
9.4,564.0,10749,46.2,520.2,92.2
9.6,576.0,10742,47.2,531.4,92.3
9.8,588.0,10735,48.3,542.7,92.3
10.0,600.0,10727,49.3,553.9,92.3
10.2,612.0,10720,50.3,565.1,92.3
10.4,624.0,10712,51.4,576.3,92.4
10.6,636.0,10705,52.4,587.5,92.4
10.8,648.0,10698,53.4,598.7,92.4
11.0,660.0,10690,54.5,609.8,92.4
11.2,672.0,10683,55.5,620.9,92.4
11.4,684.0,10675,56.5,632.0,92.4
11.6,696.0,10668,57.6,643.1,92.4
11.8,708.0,10661,58.6,654.2,92.4
12.0,720.0,10653,59.6,665.3,92.4
12.2,732.0,10646,60.7,676.3,92.4
12.4,744.0,10639,61.7,687.4,92.4
12.6,756.0,10631,62.7,698.4,92.4
12.8,768.0,10624,63.8,709.4,92.4
13.0,780.0,10616,64.8,720.4,92.4
13.2,792.0,10609,65.8,731.3,92.3
13.4,804.0,10602,66.9,742.3,92.3
13.6,816.0,10594,67.9,753.2,92.3
13.8,828.0,10587,68.9,764.2,92.3
14.0,840.0,10579,70.0,775.1,92.3